Path,label
./new_dataset/train/0.bmp,0
./new_dataset/train/1.bmp,0
./new_dataset/train/2.bmp,1
./new_dataset/train/3.bmp,0
./new_dataset/train/4.bmp,1
./new_dataset/train/5.bmp,1
./new_dataset/train/6.bmp,1
./new_dataset/train/7.bmp,0
./new_dataset/train/8.bmp,1
./new_dataset/train/9.bmp,0
./new_dataset/train/10.bmp,0
./new_dataset/train/11.bmp,1
./new_dataset/train/12.bmp,1
./new_dataset/train/13.bmp,1
./new_dataset/train/14.bmp,0
./new_dataset/train/15.bmp,1
./new_dataset/train/16.bmp,1
./new_dataset/train/17.bmp,1
./new_dataset/train/18.bmp,1
./new_dataset/train/19.bmp,0
./new_dataset/train/20.bmp,1
./new_dataset/train/21.bmp,1
./new_dataset/train/22.bmp,1
./new_dataset/train/23.bmp,0
./new_dataset/train/24.bmp,1
./new_dataset/train/25.bmp,0
./new_dataset/train/26.bmp,0
./new_dataset/train/27.bmp,1
./new_dataset/train/28.bmp,1
./new_dataset/train/29.bmp,0
./new_dataset/train/30.bmp,1
./new_dataset/train/31.bmp,1
./new_dataset/train/32.bmp,1
./new_dataset/train/33.bmp,1
./new_dataset/train/34.bmp,0
./new_dataset/train/35.bmp,0
./new_dataset/train/36.bmp,1
./new_dataset/train/37.bmp,0
./new_dataset/train/38.bmp,1
./new_dataset/train/39.bmp,1
./new_dataset/train/40.bmp,1
./new_dataset/train/41.bmp,0
./new_dataset/train/42.bmp,1
./new_dataset/train/43.bmp,0
./new_dataset/train/44.bmp,1
./new_dataset/train/45.bmp,1
./new_dataset/train/46.bmp,0
./new_dataset/train/47.bmp,1
./new_dataset/train/48.bmp,1
./new_dataset/train/49.bmp,1
./new_dataset/train/50.bmp,0
./new_dataset/train/51.bmp,0
./new_dataset/train/52.bmp,0
./new_dataset/train/53.bmp,1
./new_dataset/train/54.bmp,0
./new_dataset/train/55.bmp,1
./new_dataset/train/56.bmp,0
./new_dataset/train/57.bmp,0
./new_dataset/train/58.bmp,1
./new_dataset/train/59.bmp,1
./new_dataset/train/60.bmp,1
./new_dataset/train/61.bmp,1
./new_dataset/train/62.bmp,1
./new_dataset/train/63.bmp,0
./new_dataset/train/64.bmp,1
./new_dataset/train/65.bmp,1
./new_dataset/train/66.bmp,0
./new_dataset/train/67.bmp,0
./new_dataset/train/68.bmp,1
./new_dataset/train/69.bmp,1
./new_dataset/train/70.bmp,0
./new_dataset/train/71.bmp,0
./new_dataset/train/72.bmp,0
./new_dataset/train/73.bmp,1
./new_dataset/train/74.bmp,1
./new_dataset/train/75.bmp,1
./new_dataset/train/76.bmp,0
./new_dataset/train/77.bmp,0
./new_dataset/train/78.bmp,1
./new_dataset/train/79.bmp,1
./new_dataset/train/80.bmp,0
./new_dataset/train/81.bmp,0
./new_dataset/train/82.bmp,1
./new_dataset/train/83.bmp,1
./new_dataset/train/84.bmp,0
./new_dataset/train/85.bmp,1
./new_dataset/train/86.bmp,0
./new_dataset/train/87.bmp,1
./new_dataset/train/88.bmp,0
./new_dataset/train/89.bmp,0
./new_dataset/train/90.bmp,0
./new_dataset/train/91.bmp,1
./new_dataset/train/92.bmp,0
./new_dataset/train/93.bmp,1
./new_dataset/train/94.bmp,0
./new_dataset/train/95.bmp,0
./new_dataset/train/96.bmp,0
./new_dataset/train/97.bmp,0
./new_dataset/train/98.bmp,1
./new_dataset/train/99.bmp,1
./new_dataset/train/100.bmp,1
./new_dataset/train/101.bmp,0
./new_dataset/train/102.bmp,1
./new_dataset/train/103.bmp,0
./new_dataset/train/104.bmp,1
./new_dataset/train/105.bmp,0
./new_dataset/train/106.bmp,1
./new_dataset/train/107.bmp,0
./new_dataset/train/108.bmp,0
./new_dataset/train/109.bmp,1
./new_dataset/train/110.bmp,1
./new_dataset/train/111.bmp,0
./new_dataset/train/112.bmp,1
./new_dataset/train/113.bmp,0
./new_dataset/train/114.bmp,0
./new_dataset/train/115.bmp,1
./new_dataset/train/116.bmp,1
./new_dataset/train/117.bmp,1
./new_dataset/train/118.bmp,1
./new_dataset/train/119.bmp,0
./new_dataset/train/120.bmp,1
./new_dataset/train/121.bmp,1
./new_dataset/train/122.bmp,1
./new_dataset/train/123.bmp,1
./new_dataset/train/124.bmp,0
./new_dataset/train/125.bmp,1
./new_dataset/train/126.bmp,1
./new_dataset/train/127.bmp,0
./new_dataset/train/128.bmp,1
./new_dataset/train/129.bmp,0
./new_dataset/train/130.bmp,0
./new_dataset/train/131.bmp,1
./new_dataset/train/132.bmp,0
./new_dataset/train/133.bmp,1
./new_dataset/train/134.bmp,0
./new_dataset/train/135.bmp,0
./new_dataset/train/136.bmp,1
./new_dataset/train/137.bmp,1
./new_dataset/train/138.bmp,1
./new_dataset/train/139.bmp,1
./new_dataset/train/140.bmp,1
./new_dataset/train/141.bmp,1
./new_dataset/train/142.bmp,1
./new_dataset/train/143.bmp,0
./new_dataset/train/144.bmp,0
./new_dataset/train/145.bmp,1
./new_dataset/train/146.bmp,1
./new_dataset/train/147.bmp,1
./new_dataset/train/148.bmp,1
./new_dataset/train/149.bmp,1
./new_dataset/train/150.bmp,1
./new_dataset/train/151.bmp,1
./new_dataset/train/152.bmp,0
./new_dataset/train/153.bmp,0
./new_dataset/train/154.bmp,1
./new_dataset/train/155.bmp,1
./new_dataset/train/156.bmp,0
./new_dataset/train/157.bmp,0
./new_dataset/train/158.bmp,0
./new_dataset/train/159.bmp,1
./new_dataset/train/160.bmp,1
./new_dataset/train/161.bmp,1
./new_dataset/train/162.bmp,0
./new_dataset/train/163.bmp,1
./new_dataset/train/164.bmp,0
./new_dataset/train/165.bmp,1
./new_dataset/train/166.bmp,1
./new_dataset/train/167.bmp,0
./new_dataset/train/168.bmp,0
./new_dataset/train/169.bmp,1
./new_dataset/train/170.bmp,1
./new_dataset/train/171.bmp,1
./new_dataset/train/172.bmp,0
./new_dataset/train/173.bmp,1
./new_dataset/train/174.bmp,1
./new_dataset/train/175.bmp,0
./new_dataset/train/176.bmp,1
./new_dataset/train/177.bmp,0
./new_dataset/train/178.bmp,1
./new_dataset/train/179.bmp,1
./new_dataset/train/180.bmp,0
./new_dataset/train/181.bmp,1
./new_dataset/train/182.bmp,1
./new_dataset/train/183.bmp,1
./new_dataset/train/184.bmp,0
./new_dataset/train/185.bmp,1
./new_dataset/train/186.bmp,0
./new_dataset/train/187.bmp,0
./new_dataset/train/188.bmp,1
./new_dataset/train/189.bmp,1
./new_dataset/train/190.bmp,1
./new_dataset/train/191.bmp,0
./new_dataset/train/192.bmp,0
./new_dataset/train/193.bmp,1
./new_dataset/train/194.bmp,1
./new_dataset/train/195.bmp,0
./new_dataset/train/196.bmp,0
./new_dataset/train/197.bmp,0
./new_dataset/train/198.bmp,1
./new_dataset/train/199.bmp,0
./new_dataset/train/200.bmp,1
./new_dataset/train/201.bmp,1
./new_dataset/train/202.bmp,0
./new_dataset/train/203.bmp,0
./new_dataset/train/204.bmp,1
./new_dataset/train/205.bmp,1
./new_dataset/train/206.bmp,1
./new_dataset/train/207.bmp,0
./new_dataset/train/208.bmp,1
./new_dataset/train/209.bmp,0
./new_dataset/train/210.bmp,1
./new_dataset/train/211.bmp,1
./new_dataset/train/212.bmp,1
./new_dataset/train/213.bmp,1
./new_dataset/train/214.bmp,1
./new_dataset/train/215.bmp,0
./new_dataset/train/216.bmp,1
./new_dataset/train/217.bmp,1
./new_dataset/train/218.bmp,0
./new_dataset/train/219.bmp,1
./new_dataset/train/220.bmp,0
./new_dataset/train/221.bmp,1
./new_dataset/train/222.bmp,0
./new_dataset/train/223.bmp,1
./new_dataset/train/224.bmp,1
./new_dataset/train/225.bmp,1
./new_dataset/train/226.bmp,1
./new_dataset/train/227.bmp,1
./new_dataset/train/228.bmp,0
./new_dataset/train/229.bmp,0
./new_dataset/train/230.bmp,1
./new_dataset/train/231.bmp,1
./new_dataset/train/232.bmp,1
./new_dataset/train/233.bmp,1
./new_dataset/train/234.bmp,1
./new_dataset/train/235.bmp,1
./new_dataset/train/236.bmp,0
./new_dataset/train/237.bmp,1
./new_dataset/train/238.bmp,1
./new_dataset/train/239.bmp,1
./new_dataset/train/240.bmp,1
./new_dataset/train/241.bmp,0
./new_dataset/train/242.bmp,1
./new_dataset/train/243.bmp,1
./new_dataset/train/244.bmp,0
./new_dataset/train/245.bmp,1
./new_dataset/train/246.bmp,1
./new_dataset/train/247.bmp,0
./new_dataset/train/248.bmp,1
./new_dataset/train/249.bmp,1
./new_dataset/train/250.bmp,0
./new_dataset/train/251.bmp,1
./new_dataset/train/252.bmp,1
./new_dataset/train/253.bmp,0
./new_dataset/train/254.bmp,1
./new_dataset/train/255.bmp,0
./new_dataset/train/256.bmp,1
./new_dataset/train/257.bmp,1
./new_dataset/train/258.bmp,0
./new_dataset/train/259.bmp,0
./new_dataset/train/260.bmp,1
./new_dataset/train/261.bmp,0
./new_dataset/train/262.bmp,1
./new_dataset/train/263.bmp,0
./new_dataset/train/264.bmp,1
./new_dataset/train/265.bmp,1
./new_dataset/train/266.bmp,0
./new_dataset/train/267.bmp,1
./new_dataset/train/268.bmp,0
./new_dataset/train/269.bmp,1
./new_dataset/train/270.bmp,0
./new_dataset/train/271.bmp,1
./new_dataset/train/272.bmp,1
./new_dataset/train/273.bmp,1
./new_dataset/train/274.bmp,0
./new_dataset/train/275.bmp,1
./new_dataset/train/276.bmp,1
./new_dataset/train/277.bmp,0
./new_dataset/train/278.bmp,0
./new_dataset/train/279.bmp,1
./new_dataset/train/280.bmp,1
./new_dataset/train/281.bmp,0
./new_dataset/train/282.bmp,1
./new_dataset/train/283.bmp,1
./new_dataset/train/284.bmp,1
./new_dataset/train/285.bmp,0
./new_dataset/train/286.bmp,1
./new_dataset/train/287.bmp,0
./new_dataset/train/288.bmp,1
./new_dataset/train/289.bmp,1
./new_dataset/train/290.bmp,1
./new_dataset/train/291.bmp,0
./new_dataset/train/292.bmp,1
./new_dataset/train/293.bmp,1
./new_dataset/train/294.bmp,1
./new_dataset/train/295.bmp,1
./new_dataset/train/296.bmp,1
./new_dataset/train/297.bmp,0
./new_dataset/train/298.bmp,1
./new_dataset/train/299.bmp,1
./new_dataset/train/300.bmp,0
./new_dataset/train/301.bmp,0
./new_dataset/train/302.bmp,1
./new_dataset/train/303.bmp,1
./new_dataset/train/304.bmp,1
./new_dataset/train/305.bmp,0
./new_dataset/train/306.bmp,0
./new_dataset/train/307.bmp,1
./new_dataset/train/308.bmp,1
./new_dataset/train/309.bmp,0
./new_dataset/train/310.bmp,1
./new_dataset/train/311.bmp,0
./new_dataset/train/312.bmp,1
./new_dataset/train/313.bmp,1
./new_dataset/train/314.bmp,1
./new_dataset/train/315.bmp,1
./new_dataset/train/316.bmp,1
./new_dataset/train/317.bmp,1
./new_dataset/train/318.bmp,1
./new_dataset/train/319.bmp,1
./new_dataset/train/320.bmp,0
./new_dataset/train/321.bmp,1
./new_dataset/train/322.bmp,1
./new_dataset/train/323.bmp,0
./new_dataset/train/324.bmp,0
./new_dataset/train/325.bmp,1
./new_dataset/train/326.bmp,1
./new_dataset/train/327.bmp,0
./new_dataset/train/328.bmp,1
./new_dataset/train/329.bmp,1
./new_dataset/train/330.bmp,1
./new_dataset/train/331.bmp,0
./new_dataset/train/332.bmp,1
./new_dataset/train/333.bmp,0
./new_dataset/train/334.bmp,1
./new_dataset/train/335.bmp,0
./new_dataset/train/336.bmp,1
./new_dataset/train/337.bmp,0
./new_dataset/train/338.bmp,1
./new_dataset/train/339.bmp,0
./new_dataset/train/340.bmp,1
./new_dataset/train/341.bmp,1
./new_dataset/train/342.bmp,0
./new_dataset/train/343.bmp,0
./new_dataset/train/344.bmp,1
./new_dataset/train/345.bmp,1
./new_dataset/train/346.bmp,0
./new_dataset/train/347.bmp,0
./new_dataset/train/348.bmp,1
./new_dataset/train/349.bmp,1
./new_dataset/train/350.bmp,1
./new_dataset/train/351.bmp,1
./new_dataset/train/352.bmp,0
./new_dataset/train/353.bmp,1
./new_dataset/train/354.bmp,1
./new_dataset/train/355.bmp,1
./new_dataset/train/356.bmp,1
./new_dataset/train/357.bmp,1
./new_dataset/train/358.bmp,0
./new_dataset/train/359.bmp,0
./new_dataset/train/360.bmp,1
./new_dataset/train/361.bmp,0
./new_dataset/train/362.bmp,1
./new_dataset/train/363.bmp,1
./new_dataset/train/364.bmp,1
./new_dataset/train/365.bmp,1
./new_dataset/train/366.bmp,1
./new_dataset/train/367.bmp,1
./new_dataset/train/368.bmp,1
./new_dataset/train/369.bmp,1
./new_dataset/train/370.bmp,1
./new_dataset/train/371.bmp,1
./new_dataset/train/372.bmp,0
./new_dataset/train/373.bmp,1
./new_dataset/train/374.bmp,1
./new_dataset/train/375.bmp,1
./new_dataset/train/376.bmp,0
./new_dataset/train/377.bmp,1
./new_dataset/train/378.bmp,1
./new_dataset/train/379.bmp,1
./new_dataset/train/380.bmp,1
./new_dataset/train/381.bmp,1
./new_dataset/train/382.bmp,0
./new_dataset/train/383.bmp,0
./new_dataset/train/384.bmp,1
./new_dataset/train/385.bmp,1
./new_dataset/train/386.bmp,1
./new_dataset/train/387.bmp,1
./new_dataset/train/388.bmp,1
./new_dataset/train/389.bmp,0
./new_dataset/train/390.bmp,1
./new_dataset/train/391.bmp,1
./new_dataset/train/392.bmp,1
./new_dataset/train/393.bmp,1
./new_dataset/train/394.bmp,0
./new_dataset/train/395.bmp,0
./new_dataset/train/396.bmp,0
./new_dataset/train/397.bmp,0
./new_dataset/train/398.bmp,1
./new_dataset/train/399.bmp,0
./new_dataset/train/400.bmp,1
./new_dataset/train/401.bmp,1
./new_dataset/train/402.bmp,1
./new_dataset/train/403.bmp,0
./new_dataset/train/404.bmp,1
./new_dataset/train/405.bmp,1
./new_dataset/train/406.bmp,1
./new_dataset/train/407.bmp,0
./new_dataset/train/408.bmp,1
./new_dataset/train/409.bmp,1
./new_dataset/train/410.bmp,0
./new_dataset/train/411.bmp,1
./new_dataset/train/412.bmp,1
./new_dataset/train/413.bmp,1
./new_dataset/train/414.bmp,0
./new_dataset/train/415.bmp,1
./new_dataset/train/416.bmp,1
./new_dataset/train/417.bmp,1
./new_dataset/train/418.bmp,0
./new_dataset/train/419.bmp,1
./new_dataset/train/420.bmp,1
./new_dataset/train/421.bmp,1
./new_dataset/train/422.bmp,1
./new_dataset/train/423.bmp,1
./new_dataset/train/424.bmp,1
./new_dataset/train/425.bmp,1
./new_dataset/train/426.bmp,0
./new_dataset/train/427.bmp,1
./new_dataset/train/428.bmp,0
./new_dataset/train/429.bmp,1
./new_dataset/train/430.bmp,1
./new_dataset/train/431.bmp,1
./new_dataset/train/432.bmp,0
./new_dataset/train/433.bmp,1
./new_dataset/train/434.bmp,0
./new_dataset/train/435.bmp,0
./new_dataset/train/436.bmp,1
./new_dataset/train/437.bmp,0
./new_dataset/train/438.bmp,1
./new_dataset/train/439.bmp,1
./new_dataset/train/440.bmp,1
./new_dataset/train/441.bmp,1
./new_dataset/train/442.bmp,1
./new_dataset/train/443.bmp,1
./new_dataset/train/444.bmp,1
./new_dataset/train/445.bmp,1
./new_dataset/train/446.bmp,0
./new_dataset/train/447.bmp,1
./new_dataset/train/448.bmp,0
./new_dataset/train/449.bmp,0
./new_dataset/train/450.bmp,1
./new_dataset/train/451.bmp,1
./new_dataset/train/452.bmp,1
./new_dataset/train/453.bmp,0
./new_dataset/train/454.bmp,1
./new_dataset/train/455.bmp,1
./new_dataset/train/456.bmp,1
./new_dataset/train/457.bmp,0
./new_dataset/train/458.bmp,1
./new_dataset/train/459.bmp,0
./new_dataset/train/460.bmp,0
./new_dataset/train/461.bmp,0
./new_dataset/train/462.bmp,1
./new_dataset/train/463.bmp,1
./new_dataset/train/464.bmp,1
./new_dataset/train/465.bmp,1
./new_dataset/train/466.bmp,1
./new_dataset/train/467.bmp,1
./new_dataset/train/468.bmp,1
./new_dataset/train/469.bmp,1
./new_dataset/train/470.bmp,1
./new_dataset/train/471.bmp,0
./new_dataset/train/472.bmp,1
./new_dataset/train/473.bmp,1
./new_dataset/train/474.bmp,1
./new_dataset/train/475.bmp,0
./new_dataset/train/476.bmp,0
./new_dataset/train/477.bmp,1
./new_dataset/train/478.bmp,1
./new_dataset/train/479.bmp,1
./new_dataset/train/480.bmp,0
./new_dataset/train/481.bmp,1
./new_dataset/train/482.bmp,1
./new_dataset/train/483.bmp,1
./new_dataset/train/484.bmp,1
./new_dataset/train/485.bmp,0
./new_dataset/train/486.bmp,0
./new_dataset/train/487.bmp,0
./new_dataset/train/488.bmp,1
./new_dataset/train/489.bmp,1
./new_dataset/train/490.bmp,0
./new_dataset/train/491.bmp,1
./new_dataset/train/492.bmp,1
./new_dataset/train/493.bmp,0
./new_dataset/train/494.bmp,1
./new_dataset/train/495.bmp,1
./new_dataset/train/496.bmp,0
./new_dataset/train/497.bmp,1
./new_dataset/train/498.bmp,1
./new_dataset/train/499.bmp,1
./new_dataset/train/500.bmp,1
./new_dataset/train/501.bmp,0
./new_dataset/train/502.bmp,1
./new_dataset/train/503.bmp,1
./new_dataset/train/504.bmp,0
./new_dataset/train/505.bmp,1
./new_dataset/train/506.bmp,0
./new_dataset/train/507.bmp,1
./new_dataset/train/508.bmp,1
./new_dataset/train/509.bmp,1
./new_dataset/train/510.bmp,0
./new_dataset/train/511.bmp,0
./new_dataset/train/512.bmp,1
./new_dataset/train/513.bmp,1
./new_dataset/train/514.bmp,1
./new_dataset/train/515.bmp,0
./new_dataset/train/516.bmp,1
./new_dataset/train/517.bmp,0
./new_dataset/train/518.bmp,0
./new_dataset/train/519.bmp,1
./new_dataset/train/520.bmp,0
./new_dataset/train/521.bmp,1
./new_dataset/train/522.bmp,1
./new_dataset/train/523.bmp,0
./new_dataset/train/524.bmp,0
./new_dataset/train/525.bmp,1
./new_dataset/train/526.bmp,0
./new_dataset/train/527.bmp,1
./new_dataset/train/528.bmp,0
./new_dataset/train/529.bmp,1
./new_dataset/train/530.bmp,0
./new_dataset/train/531.bmp,1
./new_dataset/train/532.bmp,0
./new_dataset/train/533.bmp,1
./new_dataset/train/534.bmp,0
./new_dataset/train/535.bmp,0
./new_dataset/train/536.bmp,1
./new_dataset/train/537.bmp,1
./new_dataset/train/538.bmp,0
./new_dataset/train/539.bmp,0
./new_dataset/train/540.bmp,1
./new_dataset/train/541.bmp,0
./new_dataset/train/542.bmp,0
./new_dataset/train/543.bmp,1
./new_dataset/train/544.bmp,0
./new_dataset/train/545.bmp,1
./new_dataset/train/546.bmp,0
./new_dataset/train/547.bmp,1
./new_dataset/train/548.bmp,1
./new_dataset/train/549.bmp,1
./new_dataset/train/550.bmp,1
./new_dataset/train/551.bmp,0
./new_dataset/train/552.bmp,1
./new_dataset/train/553.bmp,0
./new_dataset/train/554.bmp,0
./new_dataset/train/555.bmp,1
./new_dataset/train/556.bmp,0
./new_dataset/train/557.bmp,0
./new_dataset/train/558.bmp,1
./new_dataset/train/559.bmp,1
./new_dataset/train/560.bmp,0
./new_dataset/train/561.bmp,1
./new_dataset/train/562.bmp,1
./new_dataset/train/563.bmp,0
./new_dataset/train/564.bmp,1
./new_dataset/train/565.bmp,1
./new_dataset/train/566.bmp,1
./new_dataset/train/567.bmp,1
./new_dataset/train/568.bmp,0
./new_dataset/train/569.bmp,1
./new_dataset/train/570.bmp,0
./new_dataset/train/571.bmp,1
./new_dataset/train/572.bmp,0
./new_dataset/train/573.bmp,1
./new_dataset/train/574.bmp,1
./new_dataset/train/575.bmp,1
./new_dataset/train/576.bmp,1
./new_dataset/train/577.bmp,1
./new_dataset/train/578.bmp,1
./new_dataset/train/579.bmp,0
./new_dataset/train/580.bmp,1
./new_dataset/train/581.bmp,0
./new_dataset/train/582.bmp,0
./new_dataset/train/583.bmp,1
./new_dataset/train/584.bmp,1
./new_dataset/train/585.bmp,0
./new_dataset/train/586.bmp,1
./new_dataset/train/587.bmp,0
./new_dataset/train/588.bmp,1
./new_dataset/train/589.bmp,1
./new_dataset/train/590.bmp,0
./new_dataset/train/591.bmp,1
./new_dataset/train/592.bmp,1
./new_dataset/train/593.bmp,1
./new_dataset/train/594.bmp,0
./new_dataset/train/595.bmp,1
./new_dataset/train/596.bmp,1
